tr|A0A7S3QMJ2|A0A7S3QMJ2_DUNTE	Cre08.g379450.t1.1	38.1	1498	511	37	12	1252	13	1350	7.19e-272	814
tr|A0A835VQW0|A0A835VQW0_9CHLO	Cre15.g639500.t1.2	43.6	195	77	4	31	192	12	206	7.23e-30	127
tr|D8U574|D8U574_VOLCA	Cre01.g007811.t1.1	49.0	651	243	12	58	649	76	696	8.64e-163	505
tr|A0A150GE55|A0A150GE55_GONPE	Cre12.g500550.t1.2	45.1	658	277	13	80	691	206	825	1.56e-131	409
tr|A0A7S3VPE2|A0A7S3VPE2_DUNTE	Cre01.g010880.t1.1	47.8	786	251	7	55	836	158	788	9.97e-244	706
tr|A0A7S0YIX0|A0A7S0YIX0_9CHLO	Cre14.g619550.t1.2	69.7	251	74	2	1	251	1	249	5.41e-127	360
tr|A0A835XSY1|A0A835XSY1_9CHLO	Cre09.g409951.t1.1	68.2	151	48	0	2	152	119	269	4.14e-60	208
tr|A0A7S0RMM1|A0A7S0RMM1_9CHLO	Cre14.g610050.t1.2	43.7	883	318	18	9	722	41	913	2.79e-178	535
tr|A0A7S3VTY4|A0A7S3VTY4_DUNTE	Cre06.g301100.t1.1	33.6	453	235	10	184	633	112	501	3.47e-44	169
tr|A0A835WFP8|A0A835WFP8_9CHLO	Cre02.g088750.t1.2	88.3	5005	453	30	1	4974	1	4904	0.0	7097
tr|A0A150FUH5|A0A150FUH5_GONPE	Cre08.g365750.t1.1	33.5	412	201	15	47	406	23	413	5.98e-43	158
tr|A0A835SR16|A0A835SR16_CHLIN	Cre09.g398850.t1.2	69.0	481	101	5	4	464	95	547	3.01e-168	484
tr|A0A2K3DH75|A0A2K3DH75_CHLRE	Cre08.g370150.t1.1	100	2157	0	0	1	2157	1	2157	0.0	2692
tr|A0A7S0S5U3|A0A7S0S5U3_9CHLO	Cre17.g728100.t1.2	45.7	394	203	4	81	467	37	426	6.37e-109	332
tr|A0A835WI66|A0A835WI66_9CHLO	Cre14.g628900.t1.2	60.6	851	228	18	44	877	2	762	4.57e-160	486
tr|D8TGY0|D8TGY0_VOLCA	Cre14.g627000.t1.1	32.0	334	136	8	731	1003	720	1023	3.10e-18	90.5
tr|A0A7S0WPN7|A0A7S0WPN7_9CHLO	Cre06.g251650.t1.1	58.7	837	303	12	1	827	1	804	1.58e-312	876
tr|A0A150FVP1|A0A150FVP1_GONPE	Cre01.g012200.t2.1	33.9	995	426	22	13	816	56	1009	2.94e-88	313
tr|A0A2K3DAC3|A0A2K3DAC3_CHLRE	Cre10.g438600.t1.2	100	62	0	0	1	62	1	62	2.83e-35	113
tr|A0A836B808|A0A836B808_9CHLO	Cre07.g319300.t1.1	92.7	1527	103	5	1	1523	1	1522	0.0	2793
tr|A0A2J7ZWW2|A0A2J7ZWW2_9CHLO	Cre02.g084200.t1.2	60.4	144	55	2	1	143	107	249	3.74e-53	169
tr|A0A835SYX9|A0A835SYX9_CHLIN	Cre09.g395850.t1.2	72.9	739	170	9	1	724	1	724	1.54e-224	645
tr|A0A2K3E434|A0A2K3E434_CHLRE	Cre02.g142351.t1.1	100	858	0	0	1	858	1	858	0.0	1539
tr|A0A250XAI7|A0A250XAI7_9CHLO	Cre07.g354650.t1.2	28.7	568	318	18	23	527	1	544	1.86e-37	156
tr|A0A835TCJ4|A0A835TCJ4_CHLIN	Cre03.g166850.t1.1	71.6	2264	435	26	1011	3095	15	2250	0.0	2288
tr|A0A2K3DJS2|A0A2K3DJS2_CHLRE	Cre07.g329250.t1.1	100	1013	0	0	1	1013	1	1013	0.0	1598
tr|A0A2K3DYX1|A0A2K3DYX1_CHLRE	Cre03.g207750.t1.1	100	5140	0	0	1	5140	1	5140	0.0	8879
tr|A0A835SJ37|A0A835SJ37_CHLIN	Cre08.g377750.t1.1	52.4	1577	523	40	7	1400	32	1563	1.08e-171	554
tr|A0A835Y577|A0A835Y577_9CHLO	Cre03.g144124.t1.1	45.3	686	243	12	225	798	130	795	2.42e-103	336
tr|A0A835T040|A0A835T040_CHLIN	Cre02.g104650.t2.1	72.9	1212	291	9	1	1203	1	1184	0.0	1139
tr|D8UEZ8|D8UEZ8_VOLCA	Cre09.g392800.t1.1	61.8	89	34	0	8	96	91	179	8.52e-20	94.4
tr|A0A2K3DIB3|A0A2K3DIB3_CHLRE	Cre08.g384390.t1.1	100	3491	0	0	1	3491	1	3491	0.0	3796
tr|A8JDN4|A8JDN4_CHLRE	Cre12.g494750.t1.2	100	166	0	0	1	166	1	166	1.75e-107	303
tr|A0A150G2W1|A0A150G2W1_GONPE	Cre01.g032850.t1.1	37.0	819	360	23	557	1327	842	1552	2.93e-85	306
tr|A0A835XUN6|A0A835XUN6_9CHLO	Cre06.g251750.t1.2	77.7	202	43	2	1	201	1	201	7.36e-107	305
tr|A0A6A0AK22|A0A6A0AK22_HAELA	Cre16.g682350.t2.1	55.0	131	55	2	49	175	52	182	8.50e-46	157
tr|A0A2J8AEA7|A0A2J8AEA7_9CHLO	Cre09.g400738.t1.1	64.7	249	70	6	236	470	31	275	2.00e-101	306
tr|A0A836BDD8|A0A836BDD8_9CHLO	Cre03.g161363.t1.2	50.1	818	319	13	1	782	124	888	1.18e-144	447
tr|A0A7R9YQZ1|A0A7R9YQZ1_9CHLO	Cre14.g609400.t1.1	56.6	226	95	3	73	295	148	373	6.07e-88	267
tr|D8TTF4|D8TTF4_VOLCA	Cre17.g704950.t1.1	45.6	2974	1176	51	80	2857	32	2758	0.0	1701
tr|D8UFI3|D8UFI3_VOLCA	Cre16.g669950.t1.2	76.6	201	47	0	25	225	22	222	1.55e-106	306
tr|A0A2K3CXZ5|A0A2K3CXZ5_CHLRE	Cre14.g619854.t1.2	100	1020	0	0	1	1020	1	1020	0.0	1729
tr|A0A150GTX6|A0A150GTX6_GONPE	Cre12.g545101.t1.1	80.7	1405	172	9	1	1315	1	1396	0.0	2170
tr|A0A835TIV9|A0A835TIV9_CHLIN	Cre06.g264150.t1.1	65.4	2485	632	54	232	2556	314	2729	0.0	1897
tr|A0A835WIM6|A0A835WIM6_9CHLO	Cre03.g182100.t1.1	66.6	646	143	10	1	628	1	591	4.27e-240	676
tr|A0A835TES8|A0A835TES8_9CHLO	Cre11.g467565.t1.1	49.3	1379	496	44	1	1316	1	1239	5.35e-116	395
tr|A0A835WDG1|A0A835WDG1_9CHLO	Cre06.g271900.t1.2	80.3	229	30	6	1	222	1	221	7.29e-111	317
tr|A0A835SJU9|A0A835SJU9_CHLIN	Cre06.g309650.t2.1	73.4	3364	825	31	341	3664	86	3419	0.0	3365
tr|A0A345K516|A0A345K516_9CHLO	Cre06.g259150.t1.2	60.6	411	141	2	8	418	55	444	4.76e-173	491
tr|A0A835XZ22|A0A835XZ22_9CHLO	Cre10.g464950.t1.1	52.3	1228	430	16	331	1469	375	1535	1.51e-271	820
tr|A0A835STC1|A0A835STC1_CHLIN	Cre10.g434850.t1.1	60.0	2997	954	54	1	2878	1	2870	0.0	1573
tr|A0A150GKZ9|A0A150GKZ9_GONPE	Cre09.g394750.t1.2	68.8	333	98	4	1	332	109	436	7.80e-159	451
tr|A0A7R9VP35|A0A7R9VP35_9CHLO	Cre13.g568050.t1.1	46.8	111	55	3	153	259	214	324	3.35e-18	84.3
tr|A0A150GV45|A0A150GV45_GONPE	Cre07.g352800.t1.2	49.2	1400	308	16	8	1049	25	1379	0.0	1030
tr|A0A836BNZ9|A0A836BNZ9_9CHLO	Cre09.g394700.t1.1	51.0	584	201	9	496	1006	499	1070	2.87e-146	463
tr|D8UEC6|D8UEC6_VOLCA	Cre07.g357700.t1.1	39.9	464	188	8	34	454	94	509	1.79e-90	285
tr|D8TQ30|D8TQ30_VOLCA	Cre01.g055453.t1.1	71.3	495	128	7	1	485	1	491	2.16e-229	639
tr|A0A835W2P8|A0A835W2P8_9CHLO	Cre12.g542200.t1.1	55.8	190	67	5	73	254	1	181	9.06e-52	169
tr|D8TWG4|D8TWG4_VOLCA	Cre16.g663350.t1.2	49.3	568	135	10	26	568	25	464	7.12e-135	405
tr|A0A2J7ZXP0|A0A2J7ZXP0_9CHLO	Cre01.g021450.t2.1	58.0	1171	245	13	694	1653	1	1135	0.0	1028
tr|A0A835Y010|A0A835Y010_9CHLO	Cre02.g106250.t1.2	68.6	328	84	7	11	338	13	321	4.05e-118	379
tr|A0A835WB55|A0A835WB55_9CHLO	Cre03.g203350.t1.1	37.1	1258	637	36	1583	2765	43	1221	4.70e-157	523
tr|A0A699Z940|A0A699Z940_HAELA	Cre03.g155001.t1.1	67.5	375	121	1	1	374	492	866	1.34e-191	558
tr|A0A7S0YFV0|A0A7S0YFV0_9CHLO	Cre02.g112250.t1.2	46.8	496	201	7	1	483	1	446	4.21e-161	464
tr|A0A7R9VFK8|A0A7R9VFK8_9CHLO	Cre16.g652150.t1.2	58.8	403	119	4	28	389	51	447	4.29e-154	461
tr|A0A835VY86|A0A835VY86_CHLIN	Cre12.g539650.t1.1	64.5	4481	1181	68	3178	7391	60	4380	0.0	3091
tr|A0A2K3CUA0|A0A2K3CUA0_CHLRE	Cre16.g670300.t1.2	100	801	0	0	1	801	1	801	0.0	1299
tr|A0A2K3DLK9|A0A2K3DLK9_CHLRE	Cre07.g354700.t1.1	100	409	0	0	1	409	1	409	5.24e-285	773
tr|A0A835W2V9|A0A835W2V9_CHLIN	Cre02.g085701.t1.1	60.4	977	306	21	1	932	1	941	5.11e-195	598
tr|A0A699ZH94|A0A699ZH94_HAELA	Cre14.g628000.t1.2	78.7	61	13	0	167	227	150	210	7.55e-29	113
tr|A0A835XL96|A0A835XL96_9CHLO	Cre09.g389089.t1.2	66.3	359	80	3	5	354	3	329	8.83e-167	468
tr|A0A150G279|A0A150G279_GONPE	Cre08.g358554.t1.1	52.1	311	67	7	1	241	35	333	2.24e-60	201
tr|A0A835T975|A0A835T975_9CHLO	Cre06.g308000.t1.2	82.1	2044	282	22	1	2015	1	1989	0.0	2670
tr|A0A250WTU7|A0A250WTU7_9CHLO	Cre16.g668750.t1.1	42.4	314	157	3	25	328	165	464	5.32e-58	223
tr|A0A2J7ZMF7|A0A2J7ZMF7_9CHLO	Cre14.g610550.t1.1	38.9	615	256	25	979	1518	36	605	2.47e-69	246
tr|A0A699Z9Y1|A0A699Z9Y1_HAELA	Cre16.g683250.t1.2	57.9	57	24	0	13	69	65	121	3.65e-21	82.0
tr|A0A7S0S435|A0A7S0S435_9CHLO	Cre03.g168500.t1.2	52.4	126	54	2	7	131	8	128	1.88e-29	110
tr|A0A836B9T4|A0A836B9T4_9CHLO	Cre16.g654800.t1.1	69.8	3541	845	43	1	3465	1	3392	0.0	3206
tr|A0A2K3DQ20|A0A2K3DQ20_CHLRE	Cre06.g285100.t1.1	100	1091	0	0	1	1091	1	1091	0.0	1530
tr|A0A250X5N1|A0A250X5N1_9CHLO	Cre07.g332700.t1.1	37.3	241	121	2	28	238	76	316	2.20e-41	162
tr|A0A7S0RM22|A0A7S0RM22_9CHLO	Cre13.g584901.t1.1	44.1	143	59	3	2	125	207	347	1.85e-29	111
tr|A0A835SZ11|A0A835SZ11_CHLIN	Cre16.g676400.t1.2	83.3	1432	214	10	1	1414	1	1425	0.0	1674
tr|A0A835WMK5|A0A835WMK5_9CHLO	Cre03.g174100.t1.1	49.7	4625	1731	122	2	4367	581	4863	0.0	2644
tr|A0A835XQ81|A0A835XQ81_9CHLO	Cre05.g233100.t1.2	53.2	1117	435	24	1	1067	1	1079	2.22e-303	872
tr|A0A7S0WMA9|A0A7S0WMA9_9CHLO	Cre04.g212200.t2.1	33.8	148	93	4	62	208	34	177	3.90e-19	84.7
tr|A0A835TPX6|A0A835TPX6_CHLIN	Cre16.g663800.t1.2	95.2	353	17	0	2	354	45	397	3.06e-246	672
tr|A0A150GYQ4|A0A150GYQ4_GONPE	Cre01.g048950.t1.2	88.7	520	51	3	1	518	1	514	6.90e-319	867
tr|A0A150FX86|A0A150FX86_GONPE	Cre06.g309750.t1.2	42.5	859	243	22	1	655	1	812	8.35e-126	416
tr|A0A835T7L9|A0A835T7L9_CHLIN	Cre03.g160000.t2.1	76.8	1774	335	25	1	1756	1	1715	0.0	2018
tr|A0A836B760|A0A836B760_9CHLO	Cre10.g456350.t1.2	77.6	1560	296	17	1	1547	1	1520	0.0	1946
tr|A0A7S3R9P1|A0A7S3R9P1_DUNTE	Cre15.g636300.t1.2	61.3	271	92	5	3	267	13	276	4.66e-108	314
tr|A0A2K3D4B0|A0A2K3D4B0_CHLRE	Cre12.g524450.t1.1	100	396	0	0	1	396	1	396	7.43e-267	726
tr|A0A836B758|A0A836B758_9CHLO	Cre10.g450400.t1.2	95.7	282	12	0	1	282	1	282	2.19e-197	540
tr|A0A150G3T9|A0A150G3T9_GONPE	Cre02.g106100.t1.2	49.3	683	165	8	17	540	217	877	1.99e-149	492
tr|A0A150G2Y3|A0A150G2Y3_GONPE	Cre01.g031951.t1.1	60.8	74	24	2	575	643	2612	2685	6.65e-15	79.0
tr|A0A699ZQG0|A0A699ZQG0_HAELA	Cre16.g690000.t1.2	67.6	34	11	0	23	56	209	242	2.30e-11	58.2
tr|A0A835Y5Y4|A0A835Y5Y4_9CHLO	Cre10.g464750.t1.2	45.4	293	105	3	386	674	1	242	1.06e-54	188
tr|A0A2K3D5X3|A0A2K3D5X3_CHLRE	Cre12.g554400.t1.1	100	358	0	0	1	358	1	358	6.61e-244	664
tr|A0A150GXF6|A0A150GXF6_GONPE	Cre09.g390319.t1.1	65.1	2439	549	34	1	2219	1	2357	0.0	2526
tr|A0A250X095|A0A250X095_9CHLO	Cre06.g278116.t1.1	54.3	429	165	7	55	452	48	476	1.32e-140	411
tr|A0A6A0AES6|A0A6A0AES6_HAELA	Cre02.g117950.t1.1	56.3	144	63	0	2	145	127	270	5.22e-50	176
tr|A0A835Y2D3|A0A835Y2D3_9CHLO	Cre01.g046324.t1.1	43.5	1172	464	18	1	1047	1	1099	3.02e-214	671
sp|A8IQE0|CCD39_CHLRE	Cre17.g701250.t1.2	96.6	925	0	2	1	894	1	925	0.0	1494
tr|A0A699YJ22|A0A699YJ22_HAELA	Cre12.g497000.t1.2	48.2	438	191	5	1	404	282	717	6.40e-121	377
tr|A0A835XRL0|A0A835XRL0_9CHLO	Cre09.g402330.t1.1	36.0	1774	742	41	74	1498	244	1973	1.92e-140	476
tr|A0A250XEE9|A0A250XEE9_9CHLO	Cre13.g602950.t1.1	33.0	667	239	8	376	963	262	799	4.54e-78	279
tr|Q6PLP9|Q6PLP9_CHLRE	Cre06.g253300.t1.2	98.8	331	4	0	1	331	1	331	7.64e-234	637
tr|A8HXE1|A8HXE1_CHLRE	Cre06.g261450.t1.2	100	131	0	0	1	131	1	131	2.49e-67	203
tr|A0A835SQ00|A0A835SQ00_CHLIN	Cre14.g628600.t1.1	60.3	2845	757	47	72	2759	110	2738	0.0	1888
tr|A0A835T7X8|A0A835T7X8_CHLIN	Cre10.g457331.t1.1	70.4	3190	827	42	74	3206	1	3130	0.0	3656
tr|A0A836C2C7|A0A836C2C7_9CHLO	Cre07.g354250.t1.2	70.8	466	103	3	4	437	3	467	5.06e-222	621
tr|A0A2J8AGW4|A0A2J8AGW4_9CHLO	Cre12.g543303.t3.1	62.4	524	179	8	3	518	2	515	2.44e-110	365
tr|A0A2K3DSM2|A0A2K3DSM2_CHLRE	Cre05.g234645.t1.1	100	3208	0	0	1	3208	1	3208	0.0	3731
tr|B2X2C0|B2X2C0_CHLMO	Cre03.g165750.t1.1	32.7	306	180	4	1871	2152	256	559	3.76e-31	134
tr|A0A2K3DZD6|A0A2K3DZD6_CHLRE	Cre03.g201000.t1.1	100	1311	0	0	1	1311	1	1311	0.0	2251
tr|A0A7R9VB52|A0A7R9VB52_9CHLO	Cre06.g296150.t1.2	46.2	199	79	4	11	202	495	672	3.42e-40	147
tr|A0A250X241|A0A250X241_9CHLO	Cre07.g352900.t1.1	31.6	493	247	15	1	427	1	469	1.03e-41	169
tr|A0A2K3DTQ0|A0A2K3DTQ0_CHLRE	Cre04.g215550.t1.2	100	405	0	0	1	405	1	405	1.99e-271	738
tr|A0A7S0S6A3|A0A7S0S6A3_9CHLO	Cre17.g720350.t1.1	69.0	145	42	3	68	209	64	208	1.11e-65	201
tr|A0A835WCG8|A0A835WCG8_CHLIN	Cre01.g036600.t1.2	77.0	610	98	6	5	585	3	599	2.14e-300	835
tr|D8TMK9|D8TMK9_VOLCA	Cre09.g393551.t1.1	70.5	44	13	0	187	230	375	418	1.95e-13	74.7
tr|A0A836BPY0|A0A836BPY0_9CHLO	Cre13.g579734.t1.1	74.3	809	192	9	1	795	96	902	0.0	1153
sp|A8IH47|CFA91_CHLRE	Cre07.g330700.t1.2	100	866	0	0	1	866	1	866	0.0	1363
tr|A0A2K3D4I9|A0A2K3D4I9_CHLRE	Cre12.g526883.t1.1	100	1526	0	0	1	1526	1	1526	0.0	2395
tr|A0A7S3R6F9|A0A7S3R6F9_DUNTE	Cre12.g558250.t1.1	31.0	869	445	13	45	865	26	787	2.52e-97	347
tr|A0A7S0RPR0|A0A7S0RPR0_9CHLO	Cre01.g025400.t1.2	64.1	195	70	0	2	196	4554	4748	3.62e-75	246
tr|A0A2J8AD36|A0A2J8AD36_9CHLO	Cre14.g614900.t2.1	68.0	694	108	3	1	582	1	692	8.12e-304	855
tr|A0A2K3DED8|A0A2K3DED8_CHLRE	Cre09.g393654.t1.1	100	1354	0	0	250	1603	250	1603	0.0	1674
tr|A0A835XG35|A0A835XG35_9CHLO	Cre10.g427950.t1.1	31.3	1781	787	48	79	1559	36	1679	5.84e-161	531
tr|A0A250X858|A0A250X858_9CHLO	Cre03.g176400.t1.1	30.0	263	117	7	1426	1676	280	487	8.20e-14	77.4
tr|A0A7S0VJ97|A0A7S0VJ97_9CHLO	Cre04.g217921.t1.1	68.6	484	149	1	1	484	1	481	2.40e-231	662
tr|A0A835YDE0|A0A835YDE0_9CHLO	Cre13.g574300.t1.1	61.2	943	298	13	624	1556	58	942	0.0	1049
tr|A0A250XTH2|A0A250XTH2_9CHLO	Cre11.g475600.t1.2	35.3	468	194	11	974	1357	1913	2355	8.19e-46	183
tr|A0A699Z2R0|A0A699Z2R0_HAELA	Cre16.g650250.t1.2	95.2	42	2	0	78	119	62	103	1.04e-22	85.1
tr|A0A835YBW2|A0A835YBW2_9CHLO	Cre12.g527700.t1.1	38.2	1584	641	38	953	2287	1876	3371	1.96e-164	567
tr|A0A2J7ZTU8|A0A2J7ZTU8_9CHLO	Cre12.g511400.t1.1	80.8	172	29	2	47	214	48	219	4.03e-81	261
tr|A0A250XR90|A0A250XR90_9CHLO	Cre01.g002201.t2.1	36.1	249	103	1	3	195	4	252	1.44e-34	142
tr|A0A835WTX5|A0A835WTX5_9CHLO	Cre09.g395050.t1.1	43.9	3583	1304	85	124	3395	98	3285	5.10e-189	654
tr|A0A2J8A6I1|A0A2J8A6I1_9CHLO	Cre07.g347450.t1.2	65.5	55	18	1	772	825	1206	1260	1.05e-13	75.5
tr|A0A835XJ08|A0A835XJ08_9CHLO	Cre09.g387023.t1.1	72.1	337	72	6	2671	2985	2225	2561	1.86e-125	445
tr|A0A7S0RZE1|A0A7S0RZE1_9CHLO	Cre50.g761397.t1.1	70.2	121	35	1	8	128	10	129	4.78e-60	183
tr|A0A7S3R406|A0A7S3R406_DUNTE	Cre02.g115300.t1.1	46.4	689	299	7	40	658	43	731	3.55e-169	527
tr|A0A7S0VAK4|A0A7S0VAK4_9CHLO	Cre02.g077600.t1.2	39.4	1828	863	19	5	1630	7	1792	0.0	1014
tr|A0A250XGZ4|A0A250XGZ4_9CHLO	Cre03.g199900.t1.2	69.8	205	59	2	1	205	1	202	4.13e-106	303
tr|A0A835WTL1|A0A835WTL1_9CHLO	Cre12.g510350.t1.1	72.9	6497	1502	65	48	6376	4	6411	0.0	8598
tr|A0A250X7S6|A0A250X7S6_9CHLO	Cre16.g662300.t1.2	86.6	67	9	0	7	73	6	72	1.44e-37	120
tr|A0A7S0WZH0|A0A7S0WZH0_9CHLO	Cre02.g075150.t1.2	74.0	1088	273	6	17	1100	15	1096	0.0	1610
tr|A0A2J8A3M6|A0A2J8A3M6_9CHLO	Cre16.g692585.t1.2	31.6	535	247	16	139	601	81	568	2.57e-34	138
tr|D8UA57|D8UA57_VOLCA	Cre15.g641950.t1.1	44.3	194	52	2	8	145	12	205	2.16e-31	136
tr|A0A150FX62|A0A150FX62_GONPE	Cre10.g428150.t1.1	77.1	490	105	3	4	489	139	625	1.25e-258	718
tr|A0A835SEW7|A0A835SEW7_CHLIN	Cre05.g236700.t2.1	69.3	1445	338	21	92	1465	229	1638	0.0	1325
tr|A0A835VXF5|A0A835VXF5_CHLIN	Cre17.g725100.t1.2	96.3	831	28	1	1	828	52	882	0.0	1622
tr|A0A7S0RCE8|A0A7S0RCE8_9CHLO	Cre06.g278220.t1.1	41.5	650	319	15	34	644	43	670	3.79e-159	473
tr|A0A835W2N5|A0A835W2N5_9CHLO	Cre09.g401812.t1.1	60.6	4133	1233	59	45	4017	25	3923	0.0	3055
tr|A0A150H4A5|A0A150H4A5_GONPE	Cre03.g169950.t1.1	38.6	1118	456	30	48	982	522	1592	1.38e-164	542
tr|A0A250WZS5|A0A250WZS5_9CHLO	Cre13.g578100.t1.1	36.0	2319	1064	54	1	2099	1	2118	0.0	1140
tr|A0A150GV05|A0A150GV05_GONPE	Cre07.g353850.t1.2	75.9	266	58	2	147	410	1	262	1.37e-106	324
tr|A0A250X6G6|A0A250X6G6_9CHLO	Cre05.g232750.t1.2	58.2	625	147	13	1	613	1	523	3.19e-218	617
tr|A0A2K3CTW4|A0A2K3CTW4_CHLRE	Cre16.g665450.t1.1	100	3210	0	0	1	3210	1	3210	0.0	6111
tr|A0A835Y0L8|A0A835Y0L8_9CHLO	Cre13.g564151.t1.1	29.7	2509	953	49	162	2439	160	2074	8.29e-182	620
tr|D8UM33|D8UM33_VOLCA	Cre08.g373374.t1.1	29.2	233	121	6	57	287	299	489	9.87e-15	75.5
tr|A0A2K3DKL9|A0A2K3DKL9_CHLRE	Cre07.g342700.t2.1	100	863	0	0	1	863	1	863	0.0	1499
tr|A0A150GHE5|A0A150GHE5_GONPE	Cre06.g294700.t1.1	59.1	871	331	11	1	798	148	1006	2.02e-84	308
tr|A0A835YBL2|A0A835YBL2_9CHLO	Cre15.g638304.t1.1	35.8	704	267	20	155	788	213	801	1.76e-77	275
tr|A0A250WP05|A0A250WP05_9CHLO	Cre03.g144607.t1.1	29.9	528	286	14	1357	1802	1259	1784	2.27e-48	191
tr|A0A699Z0T2|A0A699Z0T2_HAELA	Cre06.g300650.t1.2	31.1	206	86	6	6	192	5	173	1.42e-13	74.7
tr|A0A2J8A405|A0A2J8A405_9CHLO	Cre04.g225500.t1.2	37.6	117	63	3	39	145	147	263	5.46e-11	61.6
