Cre08.g365103.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.1	210	115	7	295	500	6694	6890	8.09e-25	105
Cre08.g359450.t1.2	tr|A0A835WWV1|A0A835WWV1_9CHLO	29.4	388	203	9	144	508	113	452	1.92e-34	137
Cre08.g373300.t1.1	tr|A0A836BR11|A0A836BR11_9CHLO	53.2	301	125	5	486	771	575	874	1.61e-87	298
Cre08.g362450.t1.2	tr|A0A250XI57|A0A250XI57_9CHLO	39.7	350	172	10	308	625	87	429	2.10e-75	251
Cre08.g369950.t1.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	54.3	2289	364	29	1	1745	1	2139	0.0	1210
Cre08.g382250.t1.2	tr|A0A835SEW7|A0A835SEW7_CHLIN	32.2	214	124	5	962	1156	1023	1234	3.96e-21	96.7
Cre08.g359600.t1.2	tr|A0A835W0U1|A0A835W0U1_CHLIN	47.4	213	96	3	652	863	6693	6890	6.69e-53	197
Cre08.g383950.t1.1	tr|A0A2K3DS38|A0A2K3DS38_CHLRE	28.7	655	276	23	50	553	19	633	1.29e-35	139
Cre08.g373374.t1.1	tr|D8UM33|D8UM33_VOLCA	31.3	182	83	4	350	489	106	287	7.45e-15	72.4
Cre08.g366101.t1.1	tr|A0A835WDN6|A0A835WDN6_CHLIN	92.9	2163	130	2	1	2139	1	2163	0.0	1431
Cre08.g365150.t2.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	344	549	6694	6890	7.57e-26	109
Cre08.g365150.t1.2	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	344	549	6694	6890	7.57e-26	109
Cre08.g365200.t1.2	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	344	549	6694	6890	7.57e-26	109
Cre08.g358600.t1.1	tr|A0A835YH13|A0A835YH13_9CHLO	48.1	451	126	13	31	476	7	354	2.99e-71	226
Cre08.g362000.t1.2	tr|A0A835SV97|A0A835SV97_CHLIN	39.3	2647	1166	59	1	2376	884	3361	0.0	1135
Cre08.g359900.t1.1	tr|A0A835SCQ1|A0A835SCQ1_CHLIN	38.6	280	157	6	4	277	38	308	4.53e-41	161
Cre08.g365065.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	3	208	6694	6890	5.99e-29	110
Cre08.g365065.t2.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	3	208	6694	6890	5.99e-29	110
Cre08.g379350.t1.1	tr|A0A835TPX6|A0A835TPX6_CHLIN	38.4	310	176	3	92	394	51	352	1.44e-59	194
Cre08.g377400.t1.1	tr|A0A2J7ZS76|A0A2J7ZS76_9CHLO	40.4	89	52	1	1102	1189	1662	1750	4.20e-11	63.9
Cre08.g384628.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	34.9	215	104	8	416	611	308	505	5.29e-11	63.2
Cre08.g369150.t1.1	tr|A0A7S0N7F3|A0A7S0N7F3_9CHLO	46.1	601	279	12	215	774	206	802	1.58e-151	459
Cre08.g382200.t1.1	tr|A0A835SEW7|A0A835SEW7_CHLIN	32.9	213	124	5	878	1072	1023	1234	1.80e-22	100
Cre08.g382200.t2.1	tr|A0A835SEW7|A0A835SEW7_CHLIN	32.9	213	124	5	878	1072	1023	1234	1.80e-22	100
Cre08.g363100.t1.1	tr|A0A835TDS7|A0A835TDS7_9CHLO	67.3	1766	494	11	52	1814	71	1756	0.0	2366
Cre08.g373688.t1.1	tr|A0A836C725|A0A836C725_9CHLO	34.0	362	188	5	2844	3201	741	1055	9.61e-36	147
Cre08.g373688.t2.1	tr|A0A836C725|A0A836C725_9CHLO	34.0	362	188	5	2844	3201	741	1055	9.61e-36	147
Cre08.g365100.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.1	210	115	7	354	559	6694	6890	3.40e-25	107
Cre08.g365100.t2.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.1	210	115	7	344	549	6694	6890	3.12e-25	107
Cre08.g363874.t1.1	tr|A0A836B808|A0A836B808_9CHLO	46.3	229	104	5	593	814	628	844	3.80e-43	168
Cre08.g363874.t2.1	tr|A0A836B808|A0A836B808_9CHLO	46.3	229	104	5	592	813	628	844	3.79e-43	168
Cre08.g368050.t1.2	tr|A0A150GKF5|A0A150GKF5_GONPE	68.8	128	33	1	33	160	14	134	1.25e-58	178
Cre08.g360100.t1.2	tr|A0A150GP53|A0A150GP53_GONPE	79.0	428	77	5	107	529	4	423	7.55e-217	603
Cre08.g365000.t1.1	tr|A0A7R9V637|A0A7R9V637_9CHLO	37.3	252	99	4	207	458	26	218	3.16e-34	128
Cre08.g374700.t1.1	tr|A0A7S0V6Q8|A0A7S0V6Q8_9CHLO	27.7	465	206	9	1584	1979	8	411	2.79e-28	117
Cre08.g364950.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	365	570	6694	6890	1.60e-25	108
Cre08.g364950.t2.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	365	570	6694	6890	1.60e-25	108
Cre08.g375084.t1.1	tr|A0A699Z2Q7|A0A699Z2Q7_HAELA	60.9	110	39	2	65	171	113	221	1.07e-30	124
Cre08.g375084.t2.1	tr|A0A699Z2Q7|A0A699Z2Q7_HAELA	38.9	347	178	5	65	408	113	428	1.78e-32	130
Cre08.g379450.t1.1	tr|A0A7S3QMJ2|A0A7S3QMJ2_DUNTE	38.1	1496	509	37	13	1348	12	1250	8.57e-267	798
Cre08.g380201.t1.1	tr|A0A836BAU5|A0A836BAU5_9CHLO	78.3	594	90	2	12	566	1	594	8.36e-306	837
Cre08.g377350.t1.1	tr|A0A2J7ZZC2|A0A2J7ZZC2_9CHLO	41.5	193	106	4	760	946	308	499	1.85e-30	127
Cre08.g362050.t1.2	tr|A0A835SV97|A0A835SV97_CHLIN	39.9	3072	1351	56	58	2842	499	3361	0.0	1570
Cre08.g364000.t1.1	tr|A0A2J7ZSA6|A0A2J7ZSA6_9CHLO	33.0	200	102	8	1287	1466	1014	1201	8.04e-17	83.6
Cre08.g358571.t1.1	tr|A0A150GRG7|A0A150GRG7_GONPE	45.9	196	87	4	439	621	176	365	1.93e-37	142
Cre08.g381950.t1.2	tr|A0A7S0RME0|A0A7S0RME0_9CHLO	40.2	266	146	3	470	731	789	1045	1.21e-50	193
Cre08.g381600.t1.2	tr|A0A835T6C7|A0A835T6C7_CHLIN	58.9	158	56	5	101	251	80	235	1.60e-53	183
Cre08.g363150.t1.2	tr|A0A835TDS7|A0A835TDS7_9CHLO	79.6	1743	321	14	28	1741	48	1784	0.0	2764
Cre08.g365050.t1.2	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.1	210	115	7	344	549	6694	6890	1.01e-25	108
Cre08.g384900.t1.2	tr|A0A835S917|A0A835S917_CHLIN	94.0	300	18	0	1	300	1	300	7.33e-214	580
Cre08.g370550.t1.1	tr|D8U4H2|D8U4H2_VOLCA	67.2	595	106	4	5	596	17	525	7.92e-266	734
Cre08.g372716.t1.2	tr|A0A2K3DS38|A0A2K3DS38_CHLRE	29.7	576	290	16	2	490	18	565	5.51e-31	124
Cre08.g381550.t1.2	tr|A0A835T6C7|A0A835T6C7_CHLIN	57.3	157	59	5	108	257	80	235	2.12e-50	174
Cre08.g363250.t1.1	tr|A0A835SZ93|A0A835SZ93_9CHLO	46.7	2517	936	61	6	2276	8	2364	2.59e-225	736
Cre08.g362019.t1.1	tr|A0A835SV97|A0A835SV97_CHLIN	60.4	389	127	4	60	448	499	860	4.04e-142	446
Cre08.g364931.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	333	538	6694	6890	1.21e-25	108
Cre08.g370000.t1.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	72.0	2199	433	22	1	2076	1	2140	0.0	1798
Cre08.g373200.t1.2	tr|A0A835TM70|A0A835TM70_9CHLO	48.5	2264	1074	22	1	2201	103	2337	0.0	1768
Cre08.g360450.t1.1	tr|A0A835XG35|A0A835XG35_9CHLO	23.6	2126	728	50	212	2158	150	1558	2.94e-81	293
Cre08.g364862.t1.2	tr|A0A835YGD6|A0A835YGD6_9CHLO	28.2	550	292	12	202	699	81	579	7.38e-49	186
Cre08.g376950.t1.1	tr|D8UIL6|D8UIL6_VOLCA	25.7	536	228	22	163	629	123	557	5.91e-25	106
Cre08.g370050.t1.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	69.0	171	36	4	1788	1956	1419	1574	8.21e-37	149
Cre08.g382100.t1.2	tr|A0A835SEW7|A0A835SEW7_CHLIN	32.2	214	128	3	1153	1349	1023	1236	9.63e-24	105
Cre08.g371800.t1.2	tr|A0A2J8A3M6|A0A2J8A3M6_9CHLO	28.8	542	288	22	61	545	139	639	8.76e-21	92.4
Cre08.g370150.t1.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	100	2157	0	0	1	2157	1	2157	0.0	2692
Cre08.g372550.t1.1	tr|A0A7S0RME0|A0A7S0RME0_9CHLO	30.3	317	179	13	4	293	805	1106	2.84e-26	105
Cre08.g373150.t1.1	tr|A0A2K3DS38|A0A2K3DS38_CHLRE	29.6	756	316	24	63	736	14	635	7.49e-38	147
Cre08.g379500.t1.1	tr|A0A150G2W1|A0A150G2W1_GONPE	42.2	199	95	7	891	1080	1142	1329	1.52e-32	134
Cre08.g364100.t1.2	tr|A0A836BZP8|A0A836BZP8_9CHLO	70.5	468	129	5	4	466	8	471	2.32e-245	674
Cre08.g365750.t1.1	tr|A0A150FUH5|A0A150FUH5_GONPE	34.4	375	178	12	60	413	79	406	2.73e-40	148
Cre08.g384390.t1.1	tr|A0A2K3DIB3|A0A2K3DIB3_CHLRE	100	3491	0	0	1	3491	1	3491	0.0	3799
Cre08.g377750.t1.1	tr|A0A835SJ37|A0A835SJ37_CHLIN	53.4	1578	505	40	32	1563	7	1400	3.73e-183	582
Cre08.g377750.t2.1	tr|A0A835SJ37|A0A835SJ37_CHLIN	53.4	1578	505	40	32	1563	7	1400	3.73e-183	582
Cre08.g385650.t1.2	tr|A0A2K3DFR1|A0A2K3DFR1_CHLRE	24.9	241	141	5	23	263	1	201	5.27e-18	82.0
Cre08.g382150.t1.1	tr|A0A835WSD9|A0A835WSD9_9CHLO	82.0	1436	230	11	102	1521	44	1466	0.0	1650
Cre08.g362100.t1.1	tr|A0A835SV97|A0A835SV97_CHLIN	40.8	3079	1355	67	28	2836	482	3361	0.0	1588
Cre08.g370750.t1.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	90.4	157	14	1	1586	1742	1415	1570	5.69e-58	219
Cre08.g370750.t2.1	tr|A0A2K3DH75|A0A2K3DH75_CHLRE	90.4	157	14	1	1585	1741	1415	1570	5.68e-58	219
Cre08.g372600.t1.2	tr|A0A2K3DS38|A0A2K3DS38_CHLRE	29.6	594	272	19	76	567	16	565	2.84e-31	125
Cre08.g360150.t1.1	tr|A0A2J8A3M6|A0A2J8A3M6_9CHLO	30.6	304	177	14	452	740	334	618	2.54e-16	79.3
Cre08.g359000.t1.2	tr|A0A150FUH5|A0A150FUH5_GONPE	34.0	332	158	8	136	453	124	408	8.78e-40	147
Cre08.g365205.t1.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	344	549	6694	6890	7.57e-26	109
Cre08.g365205.t2.1	tr|A0A835W0U1|A0A835W0U1_CHLIN	37.6	210	114	7	344	549	6694	6890	7.57e-26	109
Cre07.g334200.t1.2	tr|A0A835SZ11|A0A835SZ11_CHLIN	38.1	452	255	9	170	613	663	1097	3.76e-77	265
Cre07.g319300.t1.1	tr|A0A836B808|A0A836B808_9CHLO	92.7	1527	103	5	1	1522	1	1523	0.0	2800
Cre07.g355800.t1.1	tr|A0A835VQW0|A0A835VQW0_9CHLO	38.3	196	86	3	30	224	30	191	3.68e-26	112
Cre07.g325050.t1.1	tr|A0A835WWV1|A0A835WWV1_9CHLO	40.7	756	367	19	57	768	695	1413	3.71e-178	545
Cre07.g341251.t1.1	tr|A0A836BR11|A0A836BR11_9CHLO	53.5	282	115	5	697	971	575	847	1.39e-83	287
Cre07.g341000.t1.1	tr|A0A2K3DKN3|A0A2K3DKN3_CHLRE	100	2822	0	0	1	2822	1	2822	0.0	3766
Cre07.g356550.t1.1	tr|A0A2K3DLN4|A0A2K3DLN4_CHLRE	57.5	654	227	12	2	626	343	974	5.63e-162	555
Cre07.g356550.t2.1	tr|A0A2K3DLN4|A0A2K3DLN4_CHLRE	57.5	654	227	12	2	626	343	974	4.70e-162	555
Cre07.g329250.t1.1	tr|A0A2K3DJS2|A0A2K3DJS2_CHLRE	100	1013	0	0	1	1013	1	1013	0.0	1600
Cre07.g351700.t1.2	tr|A0A835SMN7|A0A835SMN7_CHLIN	99.4	171	1	0	1	171	1	171	7.90e-120	332
Cre07.g323350.t1.2	tr|A0A2K3DS38|A0A2K3DS38_CHLRE	38.5	252	103	7	68	284	15	249	6.02e-33	130
Cre07.g334100.t1.1	tr|A0A150GXF6|A0A150GXF6_GONPE	29.9	452	228	12	585	984	759	1173	5.07e-41	162
Cre07.g340050.t1.1	tr|A0A699ZUB9|A0A699ZUB9_HAELA	58.7	412	93	4	9	389	27	392	2.79e-149	443
Cre07.g335950.t1.2	tr|A0A2J7ZMF7|A0A2J7ZMF7_9CHLO	32.6	258	131	10	102	343	419	649	8.56e-19	84.3
Cre07.g339100.t1.1	tr|A0A2K3DFR1|A0A2K3DFR1_CHLRE	37.7	162	95	3	763	922	99	256	9.18e-25	110
Cre07.g327000.t1.2	tr|A0A250X3K2|A0A250X3K2_9CHLO	33.5	547	264	13	9	523	19	497	3.58e-63	218
Cre07.g341553.t1.1	tr|A0A2J7ZU46|A0A2J7ZU46_9CHLO	38.3	592	320	11	2	573	8	574	2.14e-86	296
Cre07.g343300.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	28.5	565	260	20	415	887	307	819	8.80e-17	82.0
Cre07.g338550.t1.1	tr|A0A835Y0L8|A0A835Y0L8_9CHLO	32.0	359	204	7	5288	5635	2085	2414	1.71e-35	147
Cre07.g350300.t1.2	tr|A0A835VUI9|A0A835VUI9_CHLIN	59.8	117	47	0	181	297	469	585	1.45e-49	169
Cre07.g343466.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	38.4	190	75	7	359	529	339	505	2.37e-14	72.4
Cre07.g351150.t1.2	tr|A0A250X6G6|A0A250X6G6_9CHLO	44.1	313	150	8	20	319	12	312	6.56e-78	256
Cre07.g319350.t1.1	tr|A0A836BR11|A0A836BR11_9CHLO	47.6	317	110	6	609	917	576	844	8.67e-77	268
Cre07.g319350.t2.1	tr|A0A836BR11|A0A836BR11_9CHLO	47.6	317	110	6	609	917	576	844	8.67e-77	268
Cre07.g344771.t1.2	tr|A0A835T7K8|A0A835T7K8_CHLIN	37.2	390	163	11	342	701	320	657	1.66e-11	64.7
Cre07.g351600.t1.2	tr|A0A7S3VVE9|A0A7S3VVE9_DUNTE	34.0	620	259	12	19	625	84	566	1.77e-53	193
Cre07.g316150.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	30.1	459	191	17	463	841	306	714	1.54e-22	100
Cre07.g313650.t1.1	tr|A0A835SUQ0|A0A835SUQ0_CHLIN	39.1	940	456	25	98	1009	93	944	4.13e-104	370
Cre07.g313650.t2.1	tr|A0A835SUQ0|A0A835SUQ0_CHLIN	39.1	940	456	25	98	1009	93	944	4.10e-104	370
Cre07.g324100.t1.1	tr|A0A150GII8|A0A150GII8_GONPE	47.2	89	47	0	209	297	19	107	1.13e-18	87.4
Cre07.g337300.t1.1	tr|A0A7S0RME0|A0A7S0RME0_9CHLO	40.9	1317	505	31	3	1260	15	1116	2.63e-252	746
Cre07.g325737.t1.1	tr|A0A2K3DJF0|A0A2K3DJF0_CHLRE	100	396	0	0	1	396	1	396	8.24e-289	778
Cre07.g342450.t1.1	tr|A0A835Y6X2|A0A835Y6X2_9CHLO	46.0	3423	1108	73	7	3231	3	2875	0.0	1305
Cre07.g343534.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	37.6	197	70	7	367	540	339	505	1.87e-12	67.8
Cre07.g322350.t1.1	tr|A0A2K3DZY1|A0A2K3DZY1_CHLRE	69.5	59	18	0	2320	2378	1453	1511	4.11e-19	91.7
Cre07.g341555.t1.1	tr|A0A2J7ZU46|A0A2J7ZU46_9CHLO	38.2	592	321	11	357	928	8	574	3.00e-85	293
Cre07.g317300.t1.1	tr|A0A7R9VMI2|A0A7R9VMI2_9CHLO	41.2	194	95	6	84	264	4	191	1.01e-35	130
Cre07.g347100.t1.2	tr|A0A835SB24|A0A835SB24_CHLIN	92.2	282	22	0	1	282	1	282	2.73e-200	545
Cre07.g354650.t1.2	tr|A0A250XAI7|A0A250XAI7_9CHLO	28.5	583	327	19	1	559	23	539	6.63e-35	144
Cre07.g326050.t1.1	tr|A0A835YBL2|A0A835YBL2_9CHLO	69.1	68	21	0	1698	1765	823	890	3.84e-17	84.3
Cre07.g334950.t1.1	tr|A0A2K3DZY1|A0A2K3DZY1_CHLRE	43.3	520	189	11	1107	1595	1182	1626	4.55e-91	325
Cre07.g350200.t1.2	tr|A0A835VUI9|A0A835VUI9_CHLIN	62.4	109	41	0	90	198	469	577	1.22e-49	167
Cre07.g349540.t1.1	tr|A0A150H3A5|A0A150H3A5_GONPE	37.7	260	119	9	418	670	436	659	7.85e-34	135
Cre07.g349540.t2.1	tr|A0A150H3A5|A0A150H3A5_GONPE	41.5	176	86	4	81	252	497	659	6.83e-32	122
Cre07.g349540.t3.1	tr|A0A150H3A5|A0A150H3A5_GONPE	38.9	113	58	2	16	128	558	659	4.21e-18	77.8
Cre07.g318551.t1.1	tr|A0A250X2V0|A0A250X2V0_9CHLO	54.5	123	52	2	919	1037	1159	1281	7.12e-34	139
Cre07.g352350.t1.2	tr|A0A7S0X0W8|A0A7S0X0W8_9CHLO	32.9	240	139	8	472	694	202	436	5.31e-25	107
Cre07.g329700.t1.2	tr|A0A7S0X0W8|A0A7S0X0W8_9CHLO	32.5	243	145	6	184	412	199	436	7.90e-30	118
Cre07.g351900.t1.1	tr|A0A835YDE0|A0A835YDE0_9CHLO	32.0	247	125	3	1001	1244	1166	1372	5.24e-31	129
Cre07.g316650.t1.1	tr|A0A835YDE0|A0A835YDE0_9CHLO	38.6	814	407	18	85	875	640	1383	2.09e-148	478
Cre07.g325760.t1.1	tr|A0A835W851|A0A835W851_CHLIN	62.5	405	112	5	1	399	1	371	8.66e-123	384
Cre07.g319340.t1.1	tr|A0A836B808|A0A836B808_9CHLO	95.3	896	39	2	1	895	630	1523	0.0	1701
Cre07.g343650.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	30.0	540	222	20	445	887	339	819	3.93e-15	76.6
Cre07.g349300.t1.2	tr|A0A7S3VVE9|A0A7S3VVE9_DUNTE	43.5	605	227	13	45	637	84	585	1.02e-126	398
Cre07.g346550.t1.1	tr|A0A836BR11|A0A836BR11_9CHLO	50.8	295	117	4	546	837	575	844	7.04e-74	258
Cre07.g332700.t1.1	tr|A0A250X5N1|A0A250X5N1_9CHLO	37.3	241	121	2	76	316	28	238	5.65e-42	159
Cre07.g324550.t1.1	tr|A0A150H2W0|A0A150H2W0_GONPE	70.8	359	105	0	54	412	7	365	1.10e-181	507
Cre07.g314450.t1.1	tr|A0A150GDH6|A0A150GDH6_GONPE	65.7	245	66	4	82	322	19	249	2.17e-101	299
Cre07.g321150.t1.1	tr|A0A2K3CW68|A0A2K3CW68_CHLRE	48.3	201	87	4	419	603	2308	2507	1.82e-43	167
Cre07.g343567.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	37.6	197	70	7	404	577	339	505	1.85e-12	67.8
Cre07.g340300.t1.2	tr|A0A835SW25|A0A835SW25_CHLIN	39.5	147	44	2	25	126	1814	1960	2.01e-24	94.0
Cre07.g325754.t1.1	tr|A0A2K3DZY1|A0A2K3DZY1_CHLRE	36.4	428	211	8	1021	1392	1206	1628	1.87e-65	241
Cre07.g344950.t1.2	tr|A0A7S0X1Z1|A0A7S0X1Z1_9CHLO	35.4	206	95	6	32	199	172	377	1.42e-29	109
Cre07.g325759.t1.1	tr|A0A2K3DZY1|A0A2K3DZY1_CHLRE	48.4	215	108	2	1313	1526	1411	1623	7.43e-51	194
Cre07.g320700.t1.1	tr|A0A2K3CW68|A0A2K3CW68_CHLRE	45.4	227	98	5	400	610	2291	2507	3.28e-44	169
Cre07.g320200.t1.1	tr|A0A150H325|A0A150H325_GONPE	60.3	728	270	6	1022	1748	3	712	5.24e-227	680
Cre07.g342650.t1.1	tr|A0A835T7K8|A0A835T7K8_CHLIN	34.8	420	191	15	360	740	334	709	1.23e-11	65.1
Cre07.g355350.t1.2	tr|A0A150GII8|A0A150GII8_GONPE	38.1	189	97	2	12	200	4	172	2.45e-24	104
Cre07.g343400.t1.1	tr|D8TZJ3|D8TZJ3_VOLCA	43.2	1170	460	29	15	1096	128	1181	1.44e-151	497
Cre07.g319850.t1.2	tr|A0A835S917|A0A835S917_CHLIN	32.1	296	159	8	872	1162	37	295	3.71e-39	145
Cre07.g354850.t1.2	tr|D8TZ56|D8TZ56_VOLCA	36.4	1449	648	40	65	1404	562	1846	7.65e-202	639
Cre07.g328900.t1.2	tr|A0A2K3DFR1|A0A2K3DFR1_CHLRE	30.4	263	171	7	25	285	3	255	1.53e-29	119
Cre07.g356250.t1.1	tr|A0A835TCJ4|A0A835TCJ4_CHLIN	56.3	71	30	1	460	529	936	1006	1.10e-16	80.1
Cre07.g326450.t1.1	tr|D8TU89|D8TU89_VOLCA	27.9	426	278	7	205	612	331	745	2.64e-27	114
Cre07.g324800.t1.2	tr|A0A836B2J9|A0A836B2J9_CHLIN	47.9	359	179	5	7	363	41	393	1.53e-103	308
Cre07.g335400.t1.1	tr|A0A250XJ57|A0A250XJ57_9CHLO	34.0	203	113	6	429	623	431	620	3.05e-22	98.2
Cre07.g354700.t1.1	tr|A0A2K3DLK9|A0A2K3DLK9_CHLRE	100	409	0	0	1	409	1	409	3.10e-286	773
Cre07.g330700.t1.2	sp|A8IH47|CFA91_CHLRE	100	866	0	0	1	866	1	866	0.0	1363
Cre07.g325720.t1.1	tr|A0A2K3CW68|A0A2K3CW68_CHLRE	55.9	299	121	3	1783	2076	2224	2516	2.06e-92	332
Cre07.g356900.t1.2	tr|A0A836C2S2|A0A836C2S2_9CHLO	32.6	129	70	2	305	426	174	292	1.07e-11	64.7
Cre07.g350451.t1.2	tr|A0A2J7ZSA6|A0A2J7ZSA6_9CHLO	30.6	872	457	22	17	855	377	1133	2.46e-92	329
Cre07.g338950.t1.2	tr|A0A835Y1G5|A0A835Y1G5_9CHLO	39.2	288	131	9	1163	1435	982	1240	2.83e-16	82.0
Cre07.g348650.t1.2	tr|A0A150GRG7|A0A150GRG7_GONPE	49.2	187	80	3	446	620	182	365	9.95e-43	158
Cre07.g344800.t1.2	tr|A8J0Y0|A8J0Y0_CHLRE	75.7	70	1	1	537	606	215	268	3.84e-25	101
Cre07.g349000.t1.1	tr|A0A836BR11|A0A836BR11_9CHLO	42.3	350	149	7	646	988	575	878	1.36e-62	226
Cre07.g342750.t1.1	tr|A0A835TAP9|A0A835TAP9_CHLIN	80.5	473	49	4	23	471	608	1061	2.89e-240	683
